"Case Number","Status","Case Origin","Date/Time Opened","Completion Date","Model CodeName","Subject","Description","Resolution Reports"
"00254612","Closed","","09.12.2022, 16:24","09.12.2022, 16:31","CY-MIASSTS","[Cloned] MagicInfo 9 / Webauthor / Error Message / Oops! (403)","Hi all, 
 When my customer tries to open WebAuthor , he gets Error 403 Message ""MagicINFO Server version is lower than current WebAuthor"" . We already checked server xml and cofig.properties but we could not find any wrong entries. 
 Server Version is MagicInfo Server 9 // 21.1020.0  This server was a MIP9 freshinstall. Picture of error, logs, Fieldchecklist and config.properties are attached (confidential entries are deleted for sharing purposes) 
 Can you please support me in this case? 
 best regards 
 Samuel","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
[KONA ID : ]
? Resolution Details :
Resolved by adding the HTTP connector to the server.xml. 
? Follow-up actions : "
"00253518","Closed","","23.11.2022, 17:17","24.11.2022, 12:04","LH65WMRWBGCXEN","[LH65WMR] Steuerung per TCP/IP","GENERAL/REQUEST INFORMATION:	 * Problem Description:	 mehrere Flip 2 WM65R soll per TCP/IP gesteuert werden, dies funktioniert soweit auch, es soll aber auch das Screensharing per TCP/IP getrickert werden. Des weiteren wird bei Source-Abfrage immer HDMI1 als Source zurückgesendet egal auf welcher Quelle der Flip gerade steht	 * Customer Request:	 Technical Guide / Help	 What did the Customer or Service Integrator already try:	 	 * How to get error:	 	 Expected behaviour:	 	 Current behaviour:	 	 PRODUCT INFORMATION:	 * Modelcode:	LH65WMR * Firmware Version:	1210 * Serial Number:	NA FW, sub (1,2,3): 	 Server OS: 	 Database version: 	 [LFD] MagicInfo Version:	 [LFD] Webauthor Version: 	 [HTV] Software Solution: 	 [HTV] Coax or IPTV connection: 	 [MONITOR] Signalübertragung (HDMI, DP?):	 CUSTOMER INFORMATION:	 * Ticket Entry (Sprinklr):	23.11.2022 * Preferred language:	German * Company Address: 	Auviso AG, Spinnereistraße 5,6020 Emmenbrücke ATTACHEMENTS:	 	 Customer Details	 * Firstname:	Simon * Lastname: 	Müller * E-Mail: 	simon.mueller@auviso.ch * Phone: 	 Mob:	 Address: 	 Preferred Contact Method: 	 E-Mail:	simon.mueller@auviso.ch Phone: 	 Language: 	German","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
[KONA ID : ]
? Resolution Details :
Case can be closed, SI is informed that setSource is officially supported, but getSource isn't. So it is not a defect. 
? Follow-up actions : "
"00253485","Closed","","23.11.2022, 13:05","23.11.2022, 18:27","CY-MIASSTS","[MagicINFO V8 / MagicINFO 9] Temporäre Lizenzen","* Problem Description:	 ""Ich muss von einem Kunden 108 Geräte auf einen neuen Magicinfo Server zügeln. Dies würde ich gerne via altem Magicinfo Server auf den Geräten anpassen. Der Lizenzschlüssel soll nach der Migration auf den neuen Server installiert werden.   Ist es für den Migrationszeitraum möglich, eine temporäre Lizenz für 108 Geräte zu erhalten, die auf dem neuen Server installiert wird? Das würde das Ganze massiv vereinfachen. 2 Wochen Laufzeit würde genügen.""	 * Customer Request:	 	 What did the Customer or Service Integrator already try:	 	 * How to get error:	 	 Expected behaviour:	 ""-Zielserver: MagicINFO 9 Server 21.1010.2   -Windows Server 2022     Ursprungsserver: MagicINFO V8 build NA-MICS-20.1010.10""	 Current behaviour:	 	 PRODUCT INFORMATION:	 * Modelcode:	 * Firmware Version:	 * Serial Number:	 FW, sub (1,2,3): 	 Server OS: 	Windows Server 2022 Database version: 	 [LFD] MagicInfo Version:	MagicINFO V8 build NA-MICS-20.1010.10 / MagicINFO 9 Server 21.1010.2 [LFD] Webauthor Version: 	 [HTV] Software Solution: 	 [HTV] Coax or IPTV connection: 	 [MONITOR] Signalübertragung (HDMI, DP?):	 CUSTOMER INFORMATION:	 * Ticket Entry (Sprinklr):	22.11.2022 @ #81502153 * Preferred language:	German * Company Address: 	""CUBER GMBH, Industriestrasse 26, 3175 Flamatt   "" ATTACHEMENTS:	 	 Customer Details	 * Firstname:	Nando * Lastname: 	Sager * E-Mail: 	nando.sager@cuber.swiss * Phone: 	058 510 98 60 Mob:	 Address: 	 Preferred Contact Method: 	 E-Mail:	nando.sager@cuber.swiss Phone: 	058 510 98 60 Language: 	German","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
[KONA ID : ]
? Resolution Details :
Support during migration. Solved by mail
? Follow-up actions : "
"00250721","Closed","","14.10.2022, 17:13","19.10.2022, 12:31","LH43QMREBGCXEN","[MISv9] DataLink custom SSL certificate - fail in DLK linking","Dear Team, Please support the following case:   MagicINFO9 Server 21.1020.0 DataLink 8 Server 20.1000.3   Description: -	Using DataLink with a custom SSL Certificate (well-known CA, not even a self-signed one) fails in connecting tables in DLK   Steps to reproduce: -	Add custom SSL certificate to DataLink Server. -	Create the Link to the SSL DataLink Server in MagicINFO (Settings ? External Server Settings ? DataLink) o	Use SSL ? True -	Assign the needed Table from the DataLink Server to the organizations -	Create a new DLK file using Webauthor   Expected behavior: -	Can use Data from the SSL Connected DataLink in DLK Current behavior: -	Webauthor cannot find any Data from the SSL DataLink Server, even if the server and Tables are seen.   Please check the attached video. The issue is shown there.   Thank you in advance for your support. Warm regards Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
[KONA ID : ]
? Resolution Details :
After looking in to the MI Server config file the key  ""keystore.identity.path""  still uses  ""C:/MagicInfo Premium/runtime/keystore/MagicInfoCertG2.jks""  can you please update it to  ""C:/MagicInfoDataLink/DataLinkServer/runtime/keystore/wildcardsesg2022.jks ""   and also update same in  datalink server config.properties  file.
And restart the server (both MI and DataLink) 
? Follow-up actions : "
"00250328","Closed","","11.10.2022, 08:43","11.10.2022, 08:45","LH13QBREBGCXEN","[Event Trigger] Request of clarification - DLK/LFT","Dear Team,   please help us understand the following behavior:   Using an External (UDP) event trigger on QB13R works fine if displaying an LFD. ISSUE: If I publish a DLK, the QB13R stops reacting to UDP triggers.   The same setup and content work in all cases using a WM55R (LFD and DLK).   Request: Can you please confirm that the UDP Event trigger is expected to work on DLK/LFT?   Warm regards, Thomas   QB13R on FW 2370.2 QM55R on FW 2172.0","[RESOLUTION REPORT] 
 Type of Resolution : S/W Changed 
[KONA ID : DF221110-00650]
? Resolution Details :
Test FW was provided to Customer, and was confirmed. "
"00242426","Closed","","20.06.2022, 14:42","21.06.2022, 08:26","BW-MIE70NA","[Cloned] [INSIGHT] Can not activate organization on MI Insight - related to Case Number 00222932","Dear all, Please assign to Devesh. 
 Hello Devesh, You already fixed the exact same issue on our servers before. Today I reinstalled Insight from scratch (New VM). 
 The Issue is exactly the same as before (see related Ticket Case Number 00222932) I followed your Findings from the last case, but there is still no way to activate Organization on MI server. 
 Could you support me again? 
 Thank you and best regards, Thomas 
 ****old Ticket **** 
 
 Dear Team, Please support the following Insight Case:   MIS v9 21.1000.3Insight v9	NA-MIIS-21.1000.1No Proxy used / Devices, MIS and MI Insight are on the same network   After the Installation of MI Insight, we were able to connect MI server to MI Insight Server. The Insight license activation was successful.   Issue: Activating an Organization for Insight fails because Insight sees no Organization. Please See the attached Image and Video   Request: Would you please support us in fixing our Insight issue?   Thank you and best regardsThomas","[RESOLUTION REPORT] 
 Type of Resolution : S/W Changed 
? Resolution Details :
? Follow-up actions : "
"00239907","Closed","","13.05.2022, 09:27","13.05.2022, 11:56","LH55WMHPTWC/EN","[WM55H] SMTP Einrichtung anpassen","GENERAL/REQUEST INFORMATION: - *Problem Description: Der Kunde möchte gerne SMTP einrichten, jedoch möchte er von der Basic Authentifikation weg und nur über ein IP Whitelisting E-Mails versenden. Der Flip ist nicht immer zugänglich und der Techniker sollte sich zuerst kurz bei Ihm melden, damit sichergestellt werden kann, dass er den Zugriff zum Flip hat. Der Kunde ist heute (13.05.22) bis um 16:00 vor Ort.   - Customer Request:   - What did the Customer or Service Integrator already try: - *How to get error: - - 1. SMTP Einrichten. - 2. - Expected behaviour: - Current behaviour   PRODUCT INFORMATION - *Modelcode: WM55H - *Firmware Version: 1001.2 - FW, sub (1,2,3):	 - Server OS: XXX - Database version: - [LFD] MagicInfo Version: XXX - [LFD] Webauthor Version: - [HTV] Software Solution: - [HTV] Coax or IPTV connection: - *[MONITOR] Signalübertragung (HDMI, DP?): kein Monitor   CUSTOMER INFORMATION: - *Ticket Entry: by Voice @ 13.05.22, 09:17 - *Preferred language: german - *Company Address: PH Bern   ATTACHEMENTS: - Keine","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
SMTP need userID and PW (according to the manual)
shared new firmware with customer.
? Follow-up actions : "
"00238585","Closed","","27.04.2022, 13:54","27.04.2022, 19:09","LH50QMRABGCXEN","[QM50R-A] PIN aktiv und Fernbedienung gesperrt, kein Zugriff möglich","GENERAL/REQUEST INFORMATION: - *Problem Description: Der Sicherheitscode/PIN ist auf dem QM50R-A aktiviert. Die PIN Eingabe ist nicht möglich da die Fernbedienung ebenfalls gesperrt ist. Der Kunde fragt nach den Möglichkeiten um die Sperre zu entfernen.   - Customer Request: Bonjour, j?ai un petite problème avec un QM50R-A , il a le bloc sécurité activer et la télécommande bloquer , donc je ne peux pas insérer les chiffres pour le code. A-t-il un système via USB pour le débloquer ou autre chose que je peux faire ??   - What did the Customer or Service Integrator already try: - *How to get error: - - 1. Pin aktiv - 2. Fernbedienung gesperrt - Expected behaviour: - Current behaviour   PRODUCT INFORMATION - *Modelcode: LH50QMRABGCX/EN - *Firmware Version: keine Angaben - FW, sub (1,2,3): -	 - Server OS: - - Database version: - - [LFD] MagicInfo Version: - - [LFD] Webauthor Version: - - [HTV] Software Solution: - - [HTV] Coax or IPTV connection: - - *[MONITOR] Signalübertragung (HDMI, DP?): kein Monitor   CUSTOMER INFORMATION: - *Ticket Entry: by E-Mail @ April 27, 2022 11:12:43 AM - *Preferred language: french - *Company Address: Bossi Radio TV, Via al Gas 9, 6850 Mendrisio   ATTACHEMENTS: - keine   Customer Details Firstname: Alain Lastname: Bossi E-Mail: info@videopro.ch Phone: +41 91-646.14.79 Address: Keine Angaben erhlaten. Preferred Contact Method: E-Mail: info@videopro.ch Language: french","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
solved using MDC. case closed.
? Follow-up actions : "
"00236809","Closed","","01.04.2022, 15:34","01.04.2022, 15:40","LH55WMRWBGCXEN","[WMR] Impossible to export when content is overlapping between 2 pages","Dear all,   A customer had issue while exporting one of his file on his WM55R. He tried over email, mobile and USB and it wasn't working propely. In the middle of the export process, the flip turns black and go back to a blank Roll. After that, the .iwb format is successfully exported but not the PDF.   I imported his file on my Flip and I could reproduce the issue. After few tests, I found out that what is causing the issue is that user draw between 2 pages so the content is sort of overlapping.   When I deleted the overlapping drawings, the export worked like a charm.   In my opinion it looks like a bug, so would it be possible to escalate it to HQ for a fix ?   Please find attached two pictures of the overlapping content circlred in red.   Kind Regards, Walid  ","[RESOLUTION REPORT] 
 Type of Resolution : Pending From Customer 
? Resolution Details :
This ticket was closed by our policy because the response from customer was delayed over one week.
Please do re-opened or create a new case if you get response later from customer. "
"00234778","Closed","","07.03.2022, 17:43","07.03.2022, 17:59","LH40MDCPLGC/EN","[LH40MDCPLGC/EN] Follow Up zu Ticket 00234640 - Software Download zustellen","GENERAL/REQUEST INFORMATION: - *Problem Description: Folge Ticket zu Salesforce Case 00234640. Der Kunde wurde von Thomas Beck zu MagicInfo Lite informiert. Nun fragt er einen Link zum Download der Software an.   Bitte dem Kunden Download Links zustellen. Wir wissen anhand der Infos im Ticket 00234640 nicht was dem Kunden mitgeteilt wurde.   - Customer Request: Egregi signori Vi ringrazio di avermi prontamente contattato Per le informazioni sul software Magicinfo Lite Mi potete dare un link per scaricare questo software   Grazie e saluti TARGA RENATO   - What did the Customer or Service Integrator already try: - - *How to get error: - - 1. - - 2. - - Expected behaviour: - - Current behaviour: -   PRODUCT INFORMATION - *Modelcode: LH40MDCPLGC/EN - *Firmware Version: keine Angaben - FW, sub (1,2,3): - - Server OS: - - Database version: - - [LFD] MagicInfo Version: - - [LFD] Webauthor Version: - - [HTV] Software Solution: - - [HTV] Coax or IPTV connection: - - *[MONITOR] Signalübertragung (HDMI, DP?): satsystemsa@bluewin.ch   CUSTOMER INFORMATION: - *Ticket Entry: by E-Mail #45807193 @ March 4, 2022 5:02:38 PM - *Preferred language: french/itaien - *Company Address: SATSYSTEM SA, Centro luserte 4, 6572 QUARTINO   ATTACHEMENTS: - keine","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Provided contact to MagicINFO Certified partner in Ticino. (Also provided MI Express 2 downloadlink, with the info it is EOL and we will not provide any support on MI Express)
? Follow-up actions : "
"00234640","Closed","","04.03.2022, 15:15","04.03.2022, 15:31","LH40MDCPLGC/EN","[LH40MDCPLGC/EN] Fragen zur Nutzung des Gerätes mit MagicInfo Software","- *Problem Description: Aktuell wird per USB Stick Inhalt auf dem LH40MDCPLGC/EN abgespielt. Der Kunde möchte nun vom PC direkt Inhalt auf das Gerät senden und hat nun einige Fragen dazu:   - Würde es mit MagicInfo Lite funktionieren? - Ist MagicInfo Lite kostenlos oder wird eine Lizenz benötigt? - Gibt es eine andere Software, die dies (Inhalt vom PC auf den Bildschirm übertragen und anzeigen lassen) ermöglichen kann?   Gemäss Kunde handelt es sich um ein Gerät und mit einem simplen Content (Keine Angaben zum Content erhalten).   - Customer Request: Bonjour messieurs On as un signage monitor Samsung LH40MDCPLGC/EN   Chez un client qui fait marché avec USB les contenu. Maintenat il veut le faire par ordinateur du boureau   La question est simple : on peut le faire marche avec le programme INFOMAGIC LITE le software est gratuito u il faut des licence ?   ou il y a autre software pour faire ca ? seul un appareil connecté et contenu tres sample   merci et salutation TARGA RENATO   - What did the Customer or Service Integrator already try: - *How to get error: kein Error - 1. - - 2. - - Expected behaviour: - - Current behaviour: -   PRODUCT INFORMATION - *Modelcode: LH40MDCPLGC/EN - *Firmware Version: keine Angaben - FW, sub (1,2,3): - - Server OS: - - Database version: - - [LFD] MagicInfo Version: - - [LFD] Webauthor Version: - - [HTV] Software Solution: - - [HTV] Coax or IPTV connection: - - *[MONITOR] Signalübertragung (HDMI, DP?): kein Monitor   CUSTOMER INFORMATION: - *Ticket Entry: by E-Mail #45755018 @ March 4, 2022 11:07:11 AM - *Preferred language: french - *Company Address: SATSYSTEM SA, Centro luserte 4, 6572 QUARTINO   ATTACHEMENTS: - keine","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Informed Customer about MI Lite. Ticket can be closed. 
? Follow-up actions : "
"00234276","Closed","","01.03.2022, 09:04","01.03.2022, 11:23","LH55QMREBGCXEN","[DataLink v9] Installation fails on PG12","Dear team, Please support this case: Description: Customer installs DataLink v9 21.1000.4 on a new server running Postgresql 12.10. The installation runs smoothly, but no tables are inserted into the newly created datalink database. No Error Messages during installation. Can it be reproduced? Yes Steps to reproduce: See attached movie file. https://sesg.sharefile.com/d-sc2455283095642c4a7e69de79e8cae3c ?	Install Postgresql 12.10. ?	Start DataLink installation ?	Select « express Installation » and default settings ?	Go through the installation ?	Try to login to datalink Webservice ?	Check database using PGAdmin Request : ?	Provide a new installer for DataLink v9 Thank you and best regards. Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
We  no longer have RC plan for DataLink Server .Cloud-based  MagicINFO Multi-tenant  will be released soon in Jun this year,And  Datalink server, which will be applied to it, will be release in 4Q .This Datalink Server will be mapped to the postgreSQL uppper verion. (ver. 12 or 13)
Customer Informed.
? Follow-up actions :
  "
"00234013","Closed","","24.02.2022, 14:57","24.02.2022, 15:27","LH55QMREBGCXEN","[Iplayer] Please share official System requirements for I-Player","Dear Team   could you please share official system requirements for an I-Player system?   - Which Windows Versions are supported? - What are the minimum required hardware specs?   Thank you Warm regards, Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
[KONA ID : ]
? Resolution Details :
I-Player supports only Windows 10.
? Follow-up actions : "
"00231357","Closed","","18.01.2022, 10:52","18.01.2022, 12:07","CY-MIPSSTS","[MIv8] Probleme beim Update","GENERAL/REQUEST INFORMATION: -	*Problem Description: Siehe CR -	Customer Request:   Es gibt bei unserem Serverpartner ein Problem mit dem Update Magic Info von 8auf 9.   Anbei die Fehlerbeschreibung: Beim MagicInfo Server Update auf die Version 9 erscheint beim Update der PostgreSQL Datenbank folgende Fehlermeldung:     Migration V211010.0__Update.sql failed   --------------------------------------   SQL State : 23502   Error Code : 0   Message : FEHLER: Spalte »organization_id« enthält NULL-Werte   Location : D:\Program Files\MagicInfo Premium\flyway\sql_postgres\V211010.0__Update.sql (D:\Program Files\MagicInfo Premium\flyway\sql_postgres\V211010.0__Update.sql)   Line : 3   Statement : -- [V9 RC #17] Dashboard Device Status info by ORG   ALTER TABLE MI_STATISTICS_CONNECT_HOUR ADD COLUMN ORGANIZATION_ID DECIMAL(10, 0) NOT NULL   Bitte um schriftliches Feedback bis Morgen 10uhr den 18.1.2022   -	What did the Customer or Service Integrator already try: -	*How to get error: -	1. Siehe CR -	2. -	Expected behaviour: -	Current behaviour   PRODUCT INFORMATION -	*Modelcode: XXX -	*Firmware Version: XXX -	FW, sub (1,2,3):	 -	Server OS: XXX -	Database version: -	[LFD] MagicInfo Version: V8 build NA-MICS-20.1010.10 -	[LFD] Webauthor Version: -	[HTV] Software Solution: -	[HTV] Coax or IPTV connection: -	[KNOX] KNOX Solution, Version: XXX -	[KNOX] MDM Solution, Version: XXX -	[KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: -	*Ticket Entry: by MAIL @ marc.mock@arvis.ch -	*Preferred language: DE -	*Company Address: Biberenzelgli 18, CH-3210 Kerzers","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
Case has been discussed via Email.
? Follow-up actions : "
"00226255","Closed","","22.10.2021, 16:00","25.10.2021, 10:53","LH55UHFHLBB/EN","UH55F | Keine Anzeige nach Einschalten","GENERAL/REQUEST INFORMATION: - *Problem Description: Hallo Sam, das Gerät schaltet ein, bleibt jedoch schwarz. Bitte möglichen Hardware Fehler klären.   Danke Remo   - Customer Request: Nous avons un appareil Samsung défectueux.   Modèle: LH55UHFHLBB/EN S/N: 08XQHSLJ600187X   Défaut : l?écran s?allume mais reste noir.   Merci de me dire si cet appareil est encore sous garantie, et quelle est la procédure ?   - What did the Customer or Service Integrator already try: - *How to get error: - - 1. einschalten - 2. bleibt schwarz - Expected behaviour: - Current behaviour   PRODUCT INFORMATION - *Modelcode: LH55UHFHLBB/EN - *Firmware Version: keine Angaben - FW, sub (1,2,3):	 - Server OS: XXX - Database version: - [LFD] MagicInfo Version: XXX - [LFD] Webauthor Version: - [HTV] Software Solution: - [HTV] Coax or IPTV connection: - [KNOX] KNOX Solution, Version: XXX - [KNOX] MDM Solution, Version: XXX - [KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: - *Ticket Entry: by E-Mail @ 22.10.21, 11:33:48 AM - *Preferred language: french - *Company Address: Technicongres SA, Zéphyre 1 CH-1817 Fontanivent   ATTACHEMENTS: - keine","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
No further contact from SI. I am closing the ticket. Please open a new one in case the issue reappears.
? Follow-up actions : "
"00225326","Closed","","08.10.2021, 16:51","11.10.2021, 11:08","CY-MIPSSTS","[MI] Offline Lizenzaktivierung","GENERAL/REQUEST INFORMATION: -	*Problem Description: Siehe CustomerRequest -	Customer Request:   Bitte erstellen Sie anhand des MagicInfo Lizenzschlüssels im Anhang ein neues Offline Aktivierungsfile.   Lizenzschlüssel: 01015A ? 26OEFB ? 2HQS75 -ZKBP Hardwareschlüssel: 6A18BC67EDE64877   -	What did the Customer or Service Integrator already try: -	*How to get error: -	1. Lizenzaktivierung -	2. - -	Expected behaviour: - -	Current behaviour: -   PRODUCT INFORMATION -	*Modelcode: - -	*Firmware Version: - -	FW, sub (1,2,3):	 -	Server OS: XXX -	Database version: -	[LFD] MagicInfo Version: MagicInfo Server, keine genaue Versionsangabe vom Kunden erhalten -	[LFD] Webauthor Version: -	[HTV] Software Solution: -	[HTV] Coax or IPTV connection: -	[KNOX] KNOX Solution, Version: XXX -	[KNOX] MDM Solution, Version: XXX -	[KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: -	*Ticket Entry: by MAIL -	*Company Address: Kasernenstrasse 97, Postfach 64, CH-7007 Chur -	*Sprache des Kunden: DE -	Eingangszeitpunkt der Anfrage: Friday, October 8, 2021 3:11:27 PM","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Activation file has been sent to SI. The ticket can be closed.
? Follow-up actions : "
"00224411","Closed","","23.09.2021, 16:56","23.09.2021, 21:13","CY-MIPSSTS","[MIv8] (follow-up: 00223799) Verbindungs- & Zertifikatsprobleme mit interner Website","GENERAL/REQUEST INFORMATION: - *Problem Description:   Der Kunde betreibt einen MagicInfo Server und hat mehrere verschiedene Signage Displays. Er versucht auf seinen Displays eine interne Website anzuzeigen, was jedoch nicht funktioniert (Fehlermeldung: This page can't be displayed"" Description = Unknown"") und er kommt nicht mehr weiter.   Der Kunde hat per Email gefragt, wann er eine Rückmeldung zu seinem Case erhalten wird. Wir haben ihn informiert, dass er bereits vom Spezialisten kontaktiert wurde.   Nun schreibt er, dass er mit der Antwort vom Spezialisten nicht zufrieden ist und er glaubt, dass es trotzdem eine Lösung dafür geben muss.   - Customer Request: I know this answer and I have it before to opened this case. I need to understand but we are able to install our own certificate on TV. It make no sense , if it working. Screen give us this ability to do, it's possible: (See Attachment)   - What did the Customer or Service Integrator already try: - *How to get error: - 1. Auf den Displays interne Website (URL) anzeigen lassen. - 2. - Expected behaviour: Website sollte durch die Displays erfolgreich aufgerufen werden. - Current behaviour: Aufrufen der internen Website nicht möglich   PRODUCT INFORMATION - *Modelcode:   QM32-T -> KTM2ELAKUC-2122.1 QH75R -> KTM2ELAKUC-2220.5 SBB-SS08NL1 -> KTM2SPMDWWC-1030.5 QH43R -> KTM2ELAKUC-2220.5   - *Firmware Version: Siehe oben unter ""Modellcode"" - FW, sub (1,2,3): - Server OS: XXX - Database version: - [LFD] MagicInfo Version: V8 build NA-MICS-20.1010.7 - [LFD] Webauthor Version: - [HTV] Software Solution: - [HTV] Coax or IPTV connection: - [KNOX] KNOX Solution, Version: XXX - [KNOX] MDM Solution, Version: XXX - [KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: - *Ticket Entry: by MAIL - *Company Address: Place de Milan, CP 120, CH-1001 Lausanne - *Sprache des Kunden: EN - Eingangszeitpunkt der Anfrage: Thursday, September 23, 2021 11:21:34 AM","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
 these Certificates are intended for a Certificate based network authentication (IEEE802.1x), not for Secure HTTP connections . 
This is not a bug, but how the SoC is designed.
? Follow-up actions : "
"00220784","Closed","","23.07.2021, 15:48","26.07.2021, 07:35","SBB-SS08NT2XEN","SBB | Frage zu WiFi Frequenz","GENERAL/REQUEST INFORMATION: -	*Problem Description: Kunde hat eine Frage zu den Spezifikationen von SBB-SS08NT2XEN & SBB-SS08NL1/EN   -	Customer Request: Hello I would like to know the PC ModulSamsung SBB-SS08NT2XEN and SBB-SS08NL1EN in WiFi mode wich frequency does it support? 2,4GHz or combined 2,4 and 5 GHZ ??   PRODUCT INFORMATION -	*Modelcode: SBB-SS08NT2XEN, SBB-SS08NL1/EN -	*Firmware Version: Frage zu Hardwarespezifikation   CUSTOMER INFORMATION: -	*Preferred contact method: E-Mail info@videopro.ch / Phone call 076 371 3654 -	*Company Address: Ravarelli Radio TV di Alain Bossi, Via al Gas9, 6850 Tessin -	Language: EN -	Entry-Time of Mail/Call: 22.07.21 17.12   ATTACHEMENTS: Screenshot von Ticket","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Replied by mail.
? Follow-up actions : "
"00220177","Closed","","14.07.2021, 14:00","14.07.2021, 14:54","CY-MIPSSTS","[MIv9] Remote Management Server Lizenz Anliegen","GENERAL/REQUEST INFORMATION: - *Problem Description: Der SI braucht eine Remote Management Server Lizenz mit 10 Geräten. Er sagt jedoch auch, dass ein Remote Management Server im MIv9 nicht mehr als Standalone gibt und er deswegen eine normale MI Lizenz mit 10 Geräten kaufen müsste.   Nun ist seine Frage, ob er eine Demo-Lizenz für diesen Zweck erhalten kann.   Er hat versucht dies per ""Free License"" etc zu lösen, kommt jedoch nicht weiter.   - Customer Request: Wir brauchen eine Remote Management Server Lizenz gebraucht. Also 1 x normale MI Lizenz mit 10 Display's da es beim MIv9 kein Remote Mgmt Server mehr als Standalone gibt, sondern nur mit einer normalem MI Server Lizenz betrieben wird.   - What did the Customer or Service Integrator already try: - *How to get error: - - 1. Anfrage - 2. - Expected behaviour: - Current behaviour   PRODUCT INFORMATION - *Modelcode: - *Firmware Version: Keine Angaben erhlaten. - FW, sub (1,2,3):	 - Server OS: XXX - Database version: - [LFD] MagicInfo Version: MI v9 21.1000.3 - [LFD] Webauthor Version: - [HTV] Software Solution: - [HTV] Coax or IPTV connection: - [KNOX] KNOX Solution, Version: XXX - [KNOX] MDM Solution, Version: XXX - [KNOX] IMEI or Serial number: XXX   PRODUCT INFORMATION -	*Modelcode: XXX -	*Firmware Version: XXX -	FW, sub (1,2,3):	 -	Server OS: XXX -	Database version: -	[LFD] MagicInfo Version: MI v9 21.1000.3 -	[LFD] Webauthor Version: -	[HTV] Software Solution: -	[HTV] Coax or IPTV connection: -	[KNOX] KNOX Solution, Version: XXX -	[KNOX] MDM Solution, Version: XXX -	[KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: -	*Preferred contact method: Phone call -	*Company Address: Birkenstrasse 43b, 6343 Rotkreuz -	Language: DE -	Entry-Time of Mail/Call: 14.7.21, 13:45","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
solved per mail
? Follow-up actions : "
"00217885","Closed","","09.06.2021, 10:04","15.06.2021, 11:38","BW-MIP30PS","BW-MIP30PS | Lizenzumwandlung zu BW-MIP70PA","GENERAL/REQUEST INFORMATION: - *Problem Description: Hoi Näsch bitte Lizenz im Anhang zu Unified 2 konvertieren. Die Lizenzen sind noch nicht genutzt, der Server wird erst aufgesetzt.   Part Number :: BW-MIP30PS License Number : 010121-QNMGNV-CBT7TA-EV6Y Number of Devices:: 3   - Customer Request: Ist es Ihnen möglich, das Dreierpack MIP30-Lizenzen im Anhang in neue, MIP70, zu konvertieren. Die Lizenzen sind unbenutzt und würden auf einen neuen Server zum Einsatz kommen, ein komplett neuer Key wäre also ideal.   Freundliche Grüsse   Jonathan Meier BavariaTech AG 071 244 41 41   PRODUCT INFORMATION - *Modelcode: BW-MIP30PS - *Firmware Version: 010121-QNMGNV-CBT7TA-EV6Y - [LFD] MagicInfo Version: -   CUSTOMER INFORMATION: - *Preferred contact method: E-Mail jonathan@bavariatech.ch / Phone call 071 244 41 41 - *Preferred language: german - *Ticket Entry: 4:08:51 PM - *Company Address: BavariaTech GmbH Speicherstrasse 60 9000 St.Gallen   ATTACHEMENTS: - Lizenz PDF","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Migration wurde im April erledigt. Kunde Informiert
? Follow-up actions : "
